Nombre,Provincia,Término_M,Duchas,Aseos,Acceso_dis,Bandera_az,Longitud,X,Y,Grado_ocup,Grado_urba
San Pedro,A Coruña,Cabana de Bergantiños,No,No,No,No,150 metros,-998669.415800001,5346129.3199,Bajo,Aislada
La Madalena,A Coruña,Cabanas,Sí,Sí,Sí,No,1.100 metros,-909903.253800001,5375124.0555,Alto,Urbana
Camelle,A Coruña,Camariñas,Sí,Sí,Sí,No,300 metros,-1011960.963,5339409.9381,Bajo,Urbana
Arou,A Coruña,Camariñas,Sí,Sí,Sí,Sí,130 metros,-1013664.1512,5340173.2602,Alto,Urbana
Lobeiras,A Coruña,Camariñas,No,No,No,No,240 metros,-1014899.7976,5341593.2057,Bajo,Playa natural
Santa Mariña,A Coruña,Camariñas,No,No,No,No,70 metros,-1016781.097,5341501.5898,Bajo,Semiurbana
Trece,A Coruña,Camariñas,No,No,No,No,1.250 metros,-1019341.4452,5339898.4571,Bajo,Aislada
Area de Reira,A Coruña,Camariñas,No,No,No,No,155 metros,-1021979.7172,5337395.068,Bajo,Aislada
Area Longa,A Coruña,Camariñas,No,No,No,No,270 metros,-1022458.391,5336952.4655,Bajo,Aislada
Balea,A Coruña,Camariñas,No,No,No,No,110 metros,-1022758.9536,5336494.6229,Bajo,Aislada
Pedrosa,A Coruña,Camariñas,No,No,No,No,220 metros,-1023104.044,5336311.4922,Bajo,Aislada
Lago,A Coruña,Camariñas,No,No,No,No,385 metros,-1023950.0722,5331978.4475,Bajo,Aislada
Area da Vila,A Coruña,Camariñas,Sí,No,No,No,250 metros,-1021590.099,5332924.2221,Medio,Semiurbana
Lingude,A Coruña,Camariñas,Sí,Sí,Sí,No,215 metros,-1021144.821,5332924.2221,Medio,Semiurbana
Ariña Blanca,A Coruña,Camariñas,No,No,No,No,140 metros,-1020343.3207,5331932.6866,Bajo,Aislada
Ariño,A Coruña,Camariñas,Sí,Sí,Sí,No,1.160 metros,-1019241.2577,5331764.8988,Alto,Aislada
Leira,A Coruña,Carballo,No,No,No,No,1.000 metros,-961577.761500001,5358848.329,Bajo,Aislada
Pedra do Sal,A Coruña,Carballo,Sí,No,No,Sí,300 metros,-963848.679099999,5358037.5849,Medio,Semiurbana
Baldaio,A Coruña,Carballo,Sí,Sí,Sí,Sí,4.000 metros,-966253.180100001,5357379.8634,Alto,Aislada
Razo,A Coruña,Carballo,Sí,Sí,Sí,Sí,800 metros,-969859.931600001,5356171.6124,Alto,Semiurbana
Els Plans,Valencia/València,"Puig de Santa Maria, el",No,Sí,No,No,1.300 metros,-30345.6931999996,4805730.9451,Bajo,Semiurbana
Puig-Val,Valencia/València,"Puig de Santa Maria, el",No,Sí,Sí,No,830 metros,-30857.7628000006,4803766.7275,Medio,Semiurbana
Corint,Valencia/València,Sagunto/Sagunt,No,Sí,Sí,Sí,1.300 metros,-21751.8284999989,4823368.4052,Medio,Semiurbana
L'Almardà,Valencia/València,Sagunto/Sagunt,No,Sí,Sí,Sí,2.030 metros,-22352.9538000003,4820706.3351,Medio,Semiurbana
Port de Sagunt,Valencia/València,Sagunto/Sagunt,No,Sí,Sí,Sí,1.200 metros,-23210.1138000004,4817220.6749,Alto,Urbana
El Perelló,Valencia/València,Sueca,Sí,Sí,Sí,No,1.250 metros,-30078.5263999999,4760478.3973,Alto,Urbana
Ribeira Grande,A Coruña,Boiro,No,No,Sí,No,330 metros,-989051.411800001,5253507.9387,Bajo,Urbana
Piñeirón,A Coruña,Boiro,Sí,Sí,No,No,85 metros,-988661.7936,5253250.7916,Medio,Urbana
Gabiotea,A Coruña,Boiro,No,No,No,No,120 metros,-988428.022700001,5253281.0439,Bajo,Semiurbana
Carragueiros,A Coruña,Boiro,Sí,Sí,Sí,Sí,950 metros,-987726.709899999,5253144.9096,Alto,Semiurbana
As Fontes,A Coruña,Ferrol,Sí,Sí,No,No,60 metros,-921870.099100001,5397294.5152,Bajo,Aislada
Santa Comba,A Coruña,Ferrol,Sí,Sí,No,No,1.500 metros,-922961.030099999,5397018.0168,Alto,Aislada
O Porto,A Coruña,Ferrol,No,No,No,No,65 metros,-924341.391800001,5397571.0219,Bajo,Semiurbana
Cabaliño,A Coruña,Ferrol,No,No,No,No,200 metros,-924864.593400002,5398323.7764,Bajo,Aislada
Santa Mariña,A Coruña,Carballo,No,No,No,No,250 metros,-971641.043400001,5356997.4885,Bajo,Aislada
Figueiras,A Coruña,Cariño,No,No,No,No,260 metros,-875060.253199998,5420842.5495,Alto,Aislada
A Postiña,A Coruña,Cariño,No,No,No,No,350 metros,-874559.315499999,5420519.146,Bajo,Aislada
Fornos,A Coruña,Cariño,Sí,Sí,Sí,No,400 metros,-874091.773699999,5420981.1545,Alto,Aislada
Mareny de Sant Llorenç,Valencia/València,Cullera,Sí,Sí,No,No,3.100 metros,-26293.6636999995,4752098.7756,Bajo,Aislada
El Dosel,Valencia/València,Cullera,No,Sí,Sí,Sí,1.450 metros,-25035.7534999996,4749441.1735,Medio,Semiurbana
Cap Blanc,Valencia/València,Cullera,No,Sí,Sí,Sí,300 metros,-25302.9202999994,4747631.5315,Alto,Urbana
El Racó,Valencia/València,Cullera,No,Sí,Sí,Sí,1.800 metros,-26115.5524999984,4747487.923,Alto,Urbana
Sant Antoni,Valencia/València,Cullera,No,Sí,Sí,Sí,1.200 metros,-26816.8652999997,4745606.8404,Alto,Urbana
El Marenyet,Valencia/València,Cullera,No,No,No,No,1.800 metros,-26482.9068999998,4742032.3132,Medio,Semiurbana
L'Estany,Valencia/València,Cullera,No,No,No,No,1.300 metros,-25937.441399999,4739850.8939,Bajo,Semiurbana
El Brosquil,Valencia/València,Cullera,No,No,No,No,2.300 metros,-25258.3924999982,4738100.3584,Bajo,Semiurbana / Aislada
Los Pedregales,Valencia/València,Daimús,No,No,No,No,650 metros,-16308.305399999,4719193.7988,Medio,Semiurbana
Daimús,Valencia/València,Daimús,No,Sí,Sí,Sí,1.020 metros,-15896.4233000018,4718563.7101,Alto,Urbana
L'Ahuir,Valencia/València,Gandia,Sí,Sí,No,No,1.760 metros,-20082.0361000001,4725869.4155,Bajo,Aislada
Norte de Gandía,Valencia/València,Gandia,Sí,Sí,Sí,Sí,3.000 metros,-18445.6396000013,4723075.4356,Alto,Urbana
Venecia,Valencia/València,Gandia,Sí,Sí,No,No,100 metros,-16920.5626000017,4720439.7711,Medio,Urbana
Rafalcaid,Valencia/València,Gandia,Sí,Sí,No,No,880 metros,-16653.3957999982,4719766.6406,Medio,Semiurbana
Guardamar,Valencia/València,Guardamar de la Safor,No,Sí,Sí,No,400 metros,-14994.7353999987,4717275.0144,Medio,Urbana
La Pobla de Farnals,Valencia/València,La Pobla de Farnals,Sí,Sí,Sí,No,400 metros,-31369.8324999996,4802972.4842,Alto,Urbana
Massalfassar,Valencia/València,Massalfassar,No,Sí,No,No,450 metros,-33073.0207000002,4800662.3163,Bajo,Aislada
Massamagrell,Valencia/València,Massamagrell,No,No,No,No,300 metros,-32115.6730999984,4801918.404,Medio,Aislada
Meliana,Valencia/València,Meliana,No,Sí,No,No,1.200 metros,-35221.4869000018,4796692.9596,Bajo,Aislada
Miramar,Valencia/València,Miramar,No,Sí,Sí,Sí,1.520 metros,-13781.3530000001,4715714.4799,Alto,Urbana
Terra Nova,Valencia/València,Oliva,No,Sí,Sí,Sí,1.750 metros,-11399.1158999987,4712780.1799,Medio / Bajo,Semiurbana
Pau Pi,Valencia/València,Oliva,No,Sí,Sí,Sí,1.400 metros,-10041.0181000009,4711248.9553,Alto,Urbana
L'Aigua Blanca,Valencia/València,Oliva,No,Sí,No,Sí,1.750 metros,-8738.57999999821,4709803.8057,Medio,Semiurbana
Rabdells,Valencia/València,Oliva,No,No,No,No,977 metros,-7369.35029999912,4708401.778,Medio,Semiurbana
L'Aigua Morta,Valencia/València,Oliva,No,Sí,Sí,Sí,2.000 metros,-5888.80110000074,4706957.0335,Medio,Semiurbana
Les Devesses,Valencia/València,Oliva,No,No,No,No,850 metros,-4430.51570000127,4705669.8106,Medio,Semiurbana
Piles,Valencia/València,Piles,No,Sí,Sí,Sí,1.300 metros,-12579.1024999991,4714225.7534,Alto,Urbana
Puçol,Valencia/València,Puçol,Sí,Sí,Sí,Sí,2.050 metros,-29332.685800001,4809385.9935,Medio,Urbana
Les Palmeres,Valencia/València,Sueca,Sí,Sí,Sí,No,1.500 metros,-29332.685800001,4758839.2956,Alto,Urbana
El Rey,Valencia/València,Sueca,Sí,Sí,Sí,No,790 metros,-28620.2410999984,4757085.4644,Medio,Semiurbana
Bega de Mar,Valencia/València,Sueca,Sí,Sí,Sí,No,950 metros,-27952.3240999989,4755504.4027,Bajo,Semiurbana
Mareny de Vilxes,Valencia/València,Sueca,Sí,Sí,Sí,No,720 metros,-27473.6502999999,4754469.6602,Medio,Urbana
Tavernes,Valencia/València,Tavernes de la Valldigna,No,Sí,Sí,Sí,1.987 metros,-23176.7179999985,4732348.6834,Medio,Semiurbana
Pinedo,Valencia/València,Valencia,Sí,Sí,Sí,No,1.100 metros,-37102.7862999998,4781321.1217,Alto,Urbana
El Saler,Valencia/València,Valencia,Sí,Sí,Sí,Sí,2.700 metros,-36100.9109000005,4776711.2755,Alto,Aislada
Les Devesses,Valencia/València,Valencia,Sí,Sí,No,Sí,4.900 metros,-34553.5698999986,4771556.5142,Bajo,Aislada
El Perellonet,Valencia/València,Valencia,Sí,Sí,Sí,Sí,3.600 metros,-32082.2771999985,4764836.2539,Medio,Urbana
Malvarrosa,Valencia/València,Valencia,Sí,Sí,Sí,Sí,600 metros,-35978.4593999982,4790518.3224,Alto,Urbana
Xeraco,Valencia/València,Xeraco,No,Sí,Sí,Sí,2.700 metros,-21406.7380999997,4728406.157,Medio,Urbana
Oza,A Coruña,A Coruña,Sí,Sí,Sí,Sí,110 metros,-933124.499600001,5364938.8182,Alto,Urbana
San Amaro,A Coruña,A Coruña,Sí,Sí,Sí,Sí,105 metros,-934727.500300001,5370252.1272,Alto,Urbana
As Lapas,A Coruña,A Coruña,Sí,Sí,Sí,Sí,70 metros,-935762.771600001,5370558.4625,Alto,Urbana
Las Amorosas,A Coruña,A Coruña,No,No,No,No,50 metros,-935996.5425,5369823.2748,Medio,Urbana
Matadero,A Coruña,A Coruña,Sí,Sí,Sí,Sí,80 metros,-935473.3409,5369302.5521,Alto,Urbana
Orzán,A Coruña,A Coruña,Sí,Sí,Sí,Sí,700 metros,-935684.847899999,5368598.0914,Alto,Urbana
Riazor,A Coruña,A Coruña,Sí,Sí,Sí,Sí,570 metros,-936341.6329,5368245.8811,Alto,Urbana
Lino,A Coruña,A Coruña,Sí,No,Sí,No,70 metros,-937254.4527,5369057.5162,Medio,Urbana
La Cetárea,A Coruña,A Coruña,Sí,No,No,No,35 metros,-940315.738699999,5369516.9638,Bajo,Urbana
La Cetárea,A Coruña,A Coruña,No,No,No,No,20 metros,-940260.079,5368843.1152,Bajo,Semiurbana
Bens,A Coruña,A Coruña,No,No,Sí,No,60 metros,-941373.273899999,5366898.4171,Bajo,Aislada
Corna,A Coruña,A Pobra do Caramiñal,No,No,Sí,No,820 metros,-996109.067499999,5249046.6761,Medio,Aislada
A Illa,A Coruña,A Pobra do Caramiñal,Sí,Sí,Sí,No,400 metros,-994873.4212,5248955.9604,Alto,Semiurbana
Lombiña,A Coruña,A Pobra do Caramiñal,Sí,Sí,Sí,No,600 metros,-994183.2403,5249303.7084,Alto,Semiurbana
Cabío,A Coruña,A Pobra do Caramiñal,Sí,Sí,Sí,No,130 metros,-993615.510899998,5249303.7084,Alto,Semiurbana
Agronovo,A Coruña,A Pobra do Caramiñal,No,No,No,No,180 metros,-993070.045400001,5249787.5531,Bajo,Aislada
Niñeiriños,A Coruña,A Pobra do Caramiñal,No,No,No,No,250 metros,-993036.649599999,5250241.18,Bajo,Aislada
Arenal,A Coruña,A Pobra do Caramiñal,Sí,No,Sí,No,1.100 metros,-994405.879299998,5251027.5184,Alto,Urbana
San Lázaro,A Coruña,A Pobra do Caramiñal,No,No,No,No,110 metros,-994327.955699999,5253039.0287,Bajo,Urbana
Raposiños,A Coruña,A Pobra do Caramiñal,No,No,No,No,160 metros,-993882.677700002,5253386.9275,Bajo,Semiurbana
La Merced,A Coruña,A Pobra do Caramiñal,No,No,No,No,110 metros,-993225.892700002,5254324.8054,Bajo,Semiurbana
Riveiriña,A Coruña,A Pobra do Caramiñal,No,No,No,No,260 metros,-993036.649599999,5254672.7516,Medio,Semiurbana
Toxal,A Coruña,A Pobra do Caramiñal,No,No,No,No,180 metros,-992825.142499998,5254929.9375,Bajo,Semiurbana
La Poza,A Coruña,A Pobra do Caramiñal,No,No,No,No,100 metros,-992580.239700001,5255081.2266,Bajo,Semiurbana
Campo,A Coruña,A Pobra do Caramiñal,No,No,No,No,50 metros,-992457.788199998,5255141.7429,Bajo,Semiurbana
Conchido,A Coruña,A Pobra do Caramiñal,No,No,No,No,60 metros,-991789.871300001,5255822.5784,Bajo,Urbana
Chanteiro,A Coruña,Ares,Sí,No,Sí,No,350 metros,-924285.732099999,5380059.8734,Medio,Semiurbana
Area do Río,A Coruña,Boiro,No,No,No,No,170 metros,-988862.168699998,5255096.3557,Bajo,Urbana
Corviño,A Coruña,Boiro,No,No,No,No,160 metros,-989307.446600001,5254370.189,Bajo,Urbana
A Retorta,A Coruña,Boiro,Sí,Sí,Sí,No,550 m.,-986936.341499999,5252479.3925,Alto,Semiurbana
Chazo,A Coruña,Boiro,No,Sí,No,No,125 metros,-985978.993900001,5252721.3933,Bajo,Semiurbana
Ladeira do Chazo,A Coruña,Boiro,Sí,Sí,No,No,940 metros,-986346.348200001,5253114.6578,Medio,Semiurbana
Mañóns,A Coruña,Boiro,Sí,Sí,Sí,No,1.300 metros,-985055.042100001,5255928.4905,Medio,Semiurbana
Fontenla,A Coruña,Boiro,No,No,No,No,150 metros,-984264.673700001,5255641.0174,Bajo,Aislada
Portomouro,A Coruña,Boiro,No,No,No,No,160 metros,-983797.1318,5256442.9379,Bajo,Semiurbana
A Concha,A Coruña,Cariño,Sí,No,No,No,894 metros,-876062.128600001,5425155.6799,Medio,Urbana
Cala de O Peiral,A Coruña,Cariño,Sí,No,No,No,40 metros,-875761.566,5425972.3209,Alto,Urbana
San Pedro,A Coruña,Carnota,Sí,No,Sí,No,250 metros,-1017137.3193,5295441.2067,Bajo,Urbana
Quilmas,A Coruña,Carnota,Sí,No,No,No,300 metros,-1017760.7085,5294013.0639,Bajo,Semiurbana
Pedrullo,A Coruña,Carnota,No,No,No,No,100 metros,-1018105.7989,5293633.2753,Bajo,Aislada
Corna Becerra,A Coruña,Carnota,No,No,No,No,165 metros,-1017961.0836,5293314.2648,Bajo,Aislada
Salomba,A Coruña,Carnota,No,No,No,No,200 metros,-1018484.2852,5292691.466,Bajo,Aislada
Area Blanca,A Coruña,Carnota,No,No,No,No,150 metros,-1018283.9101,5292129.4636,Bajo,Aislada
Cons,A Coruña,Carnota,Sí,No,No,No,150 metros,-1015333.9436,5282732.3065,Bajo,Aislada
Mar de Lira,A Coruña,Carnota,Sí,No,Sí,No,400 metros,-1016113.18,5282337.8014,Medio,Aislada
Portocubelo,A Coruña,Carnota,Sí,No,Sí,No,200 metros,-1017170.7152,5282110.2099,Bajo,Urbana
Tras de Punta,A Coruña,Carnota,No,No,No,No,100 metros,-1017371.0903,5282110.2099,Bajo,Urbana
Porto Ancho,A Coruña,Carnota,No,No,No,No,120 metros,-1017593.7292,5281973.6576,Bajo,Urbana
Gabota,A Coruña,Carnota,No,No,Sí,No,150 metros,-1017883.1599,5281852.2795,Bajo,Aislada
Porto da Barca,A Coruña,Carnota,No,No,No,No,150 metros,-1018105.7989,5281837.1073,Bajo,Aislada
Simprón,A Coruña,Carnota,No,No,Sí,No,70 metros,-1017482.4097,5281017.8473,Bajo,Aislada
Ardeleiro,A Coruña,Carnota,No,No,No,No,110 metros,-1016825.6248,5280274.5066,Bajo,Aislada
Susiños,A Coruña,Carnota,No,No,No,No,100 metros,-1016591.8538,5279743.585,Bajo,Aislada
Sureseco,A Coruña,Carnota,No,No,No,No,200 metros,-1016068.6522,5278772.8345,Bajo,Aislada
Porto dos Botes,A Coruña,Carnota,No,No,No,No,60 metros,-1015734.6937,5277711.191,Bajo,Aislada
Lariño,A Coruña,Carnota,Sí,No,Sí,No,1.800 metros,-1015111.3046,5276816.4704,Medio,Aislada
Sonreiras,A Coruña,Cedeira,No,No,No,No,45 metros,-898671.117199998,5412822.4058,Bajo,Aislada
Area Longa,A Coruña,Cedeira,Sí,No,No,No,200 metros,-898047.728100002,5412914.7287,Alto,Semiurbana
A Magdalena,A Coruña,Cedeira,Sí,Sí,Sí,No,1.400 metros,-896444.727400001,5411268.4426,Alto,Urbana
Mi Señora,A Coruña,Cedeira,No,No,No,No,60 metros,-898069.991999999,5411391.5192,Bajo,Aislada
Burbujas,A Coruña,Cedeira,No,No,No,No,80 metros,-898225.839299999,5410960.7581,Bajo,Aislada
Cerdeiras,A Coruña,Cedeira,No,No,No,No,70 metros,-897914.144699998,5410437.718,Bajo,Aislada
Estorde,A Coruña,Cee,Sí,No,No,No,350 metros,-1026376.8371,5303315.093,Medio,Semiurbana
A Concha,A Coruña,Cee,Sí,Sí,No,No,185 metros,-1022981.5926,5304759.8642,Medio,Urbana
Ameixenda,A Coruña,Cee,No,No,No,No,70 metros,-1020844.2584,5301824.931,Medio,Playa natural
Caneliñas,A Coruña,Cee,No,No,No,No,100 metros,-1019152.2021,5298936.5169,Bajo,Semiurbana
Gures,A Coruña,Cee,No,No,No,No,350 metros,-1018339.5698,5298556.5287,Bajo,Aislada
Quenxe,A Coruña,Corcubión,Sí,Sí,No,No,350 metros,-1023048.3843,5302417.9262,Alto,Urbana
Ézaro,A Coruña,Dumbría,Sí,Sí,Sí,Sí,800 metros,-1016324.687,5298161.3573,Alto,Urbana
Río Sandeu,A Coruña,Fene,Sí,Sí,Sí,No,210 metros,-912396.810400002,5377116.461,Bajo,Aislada
Almieiras,A Coruña,Fene,Sí,No,No,No,75 metros,-911428.330899999,5376809.9092,Bajo,Aislada
Río Castro,A Coruña,Fene,No,No,No,No,150 metros,-911205.6919,5376687.2913,Bajo,Semiurbana
Ponzos,A Coruña,Ferrol,Sí,Sí,Sí,No,1.400 metros,-920144.647,5396925.8525,Medio,Aislada
Medote,A Coruña,Ferrol,Sí,Sí,Sí,No,130 metros,-921235.578000002,5397002.656,Medio,Aislada
Sartaña,A Coruña,Ferrol,No,Sí,No,No,110 metros,-921391.425299998,5397033.3776,Bajo,Aislada
Preisal,A Coruña,Ferrol,Sí,Sí,No,No,160 metros,-923784.794300001,5394591.3296,Alto,Semiurbana
Fragata,A Coruña,Ferrol,Sí,Sí,No,Sí,200 metros,-923617.815099999,5394314.9119,Alto,Semiurbana
O Coido,A Coruña,Muxía,No,No,No,No,250 metros,-1026243.2537,5327769.3879,Medio,Urbana
A Cruz,A Coruña,Muxía,Sí,No,No,No,70 metros,-1025530.8089,5327220.52,Medio,Urbana
Lourido,A Coruña,Muxía,No,No,No,No,300 metros,-1026666.2677,5325254.0085,Bajo,Aislada
Arnela,A Coruña,Muxía,No,No,No,No,50 metros,-1028970.5812,5324766.2558,Bajo,Aislada
Centroña,A Coruña,Pontedeume,Sí,No,No,No,20 metros,-912151.907600001,5374694.978,Bajo,Aislada
Paredes,A Coruña,Pontedeume,No,No,No,No,100 metros,-914790.179499999,5371707.3097,Bajo,Aislada
Ber,A Coruña,Pontedeume,Sí,Sí,Sí,No,270 metros,-914133.394499999,5372733.7335,Medio,Semiurbana
As Seiras,A Coruña,Porto do Son,No,Sí,No,No,1.200 metros,-1005482.1686,5262421.6677,Medio,Aislada
Rocas Brancas,Lugo,Ribadeo,Sí,No,No,No,44 metros,-784145.625100002,5396618.6448,Bajo,Aislada
Gabieira,Lugo,Ribadeo,No,No,No,No,45 metros,-785748.625799999,5397094.8211,Bajo,Aislada
Xuncos,Lugo,Ribadeo,Sí,No,No,No,75 metros,-794041.9278,5396895.1313,Bajo,Aislada
Os Marbadás,Lugo,Ribadeo,Sí,Sí,No,No,300 metros,-794242.302900001,5396864.4102,Medio,Aislada
Porqueira,Pontevedra,Vilanova de Arousa,No,No,No,No,80 metros,-982572.617400002,5241565.569,Bajo,Aislada
Castelete,Pontevedra,Vilanova de Arousa,No,No,No,No,200 metros,-983173.742699999,5243272.8546,Bajo,Aislada
Esmelle,A Coruña,Ferrol,Sí,Sí,No,Sí,300 metros,-923584.419300001,5393654.6141,Alto,Aislada
San Xurxo,A Coruña,Ferrol,Sí,Sí,No,Sí,1.800 metros,-924074.225000001,5392349.5129,Alto,Semiurbana
Lobadiz,A Coruña,Ferrol,No,No,No,No,75 metros,-927057.587400001,5389785.9083,Bajo,Aislada
Doniños,A Coruña,Ferrol,Sí,Sí,Sí,Sí,1.900 metros,-926144.7676,5387284.3914,Alto,Aislada
Lumebo,A Coruña,Ferrol,No,No,No,No,180 metros,-926757.024799999,5385934.1599,Bajo,Aislada
Cariño,A Coruña,Ferrol,Sí,Sí,No,No,90 metros,-925799.677099999,5383878.5032,Medio,Aislada
San Cristobal,A Coruña,Ferrol,No,No,No,No,160 metros,-924096.488899998,5383203.6108,Bajo,Aislada
Detrás do Castillo,A Coruña,Ferrol,No,No,No,No,45 metros,-922115.002,5382973.5451,Medio,Aislada
San Felipe,A Coruña,Ferrol,No,No,No,No,220 metros,-921558.4045,5383556.3893,Medio,Semiurbana
A Graña,A Coruña,Ferrol,Sí,Sí,Sí,No,260 metros,-919476.730099998,5385504.582,Medio,Urbana
Do Rostro,A Coruña,Fisterra,No,No,No,No,1.925 metros,-1031397.3461,5306630.794,Medio,Aislada
Arnela,A Coruña,Fisterra,No,No,No,No,370 metros,-1033445.6247,5303163.0248,Bajo,Aislada
Mar de Fora,A Coruña,Fisterra,No,No,No,No,700 metros,-1032332.4298,5298115.7617,Bajo,Aislada
Langosteira,A Coruña,Fisterra,Sí,Sí,No,No,1.970 metros,-1030551.318,5300365.4104,Medio,Semiurbana
Sardiñeiro,A Coruña,Fisterra,Sí,Sí,No,No,370 metros,-1027657.0112,5303132.6114,Bajo,Urbana
Restrelo,A Coruña,Fisterra,No,No,No,No,85 metros,-1027089.2818,5303026.1655,Bajo,Aislada
Caión,A Coruña,A Laracha,Sí,Sí,Sí,Sí,850 metros,-958405.155999999,5360179.3264,Alto,Urbana
Laxe,A Coruña,Laxe,Sí,Sí,Sí,Sí,1.400 metros,-1001675.0421,5344968.3531,Alto,Urbana
Soesto,A Coruña,Laxe,No,Sí,No,No,850 metros,-1004335.5779,5344464.2941,Bajo,Aislada
Arnado,A Coruña,Laxe,No,No,No,No,80 metros,-1005593.4881,5343731.1661,Bajo,Aislada
Traba,A Coruña,Laxe,Sí,Sí,No,No,2.650 metros,-1007296.6763,5340631.2835,Bajo,Aislada
As Torradas,A Coruña,Malpica de Bergantiños,No,No,No,No,500 metros,-972943.4815,5356722.1883,Bajo,Aislada
Riás II,A Coruña,Malpica de Bergantiños,No,No,No,No,200 metros,-973477.815000001,5356768.0711,Bajo,Aislada
Riás III,A Coruña,Malpica de Bergantiños,No,No,No,No,450 metros,-973544.606699999,5356722.1883,Bajo,Aislada
San Miro,A Coruña,Malpica de Bergantiños,No,No,No,No,127 metros,-975971.371599998,5357731.6621,Bajo,Aislada
Reixa Grande,A Coruña,Malpica de Bergantiños,No,No,No,No,48 metros,-976472.309300002,5357624.5915,Bajo,Aislada
Reixa Chica,A Coruña,Malpica de Bergantiños,No,No,No,No,44 metros,-976683.816399999,5357685.7746,Bajo,Aislada
Area Maior,A Coruña,Malpica de Bergantiños,Sí,No,Sí,No,378 metros,-981214.5196,5361326.8908,Alto,Urbana
Canido,A Coruña,Malpica de Bergantiños,Sí,No,Sí,No,135 metros,-981481.6864,5361357.4945,Alto,Urbana
Seaia,A Coruña,Malpica de Bergantiños,Sí,No,No,No,235 metros,-982672.805,5361969.5888,Medio,Aislada
Beo,A Coruña,Malpica de Bergantiños,Sí,No,No,No,316 metros,-984698.819699999,5360745.4404,Bajo,Aislada
Seiruga,A Coruña,Malpica de Bergantiños,No,No,Sí,No,400 metros,-986190.5009,5360255.8262,Medio,Aislada
Barizo,A Coruña,Malpica de Bergantiños,No,No,No,No,210 metros,-987882.557100002,5359659.1438,Bajo,Aislada
Vilela,A Coruña,Mañón,No,No,No,No,270 metros,-855980.092500001,5427297.5902,Bajo,Aislada
Bares,A Coruña,Mañón,Sí,No,Sí,No,1.500 metros,-854221.244600002,5430149.106,Medio,Semiurbana
Esteiro,A Coruña,Mañón,Sí,Sí,Sí,No,1.000 metros,-859865.142700002,5426527.0616,Medio,Aislada
Perbes,A Coruña,Miño,Sí,Sí,Sí,Sí,540 metros,-914489.616900001,5369256.6074,Alto,Semiurbana
Marín,A Coruña,Miño,No,No,No,No,80 metros,-914634.332199998,5368935.0007,Bajo,Aislada
Lago,A Coruña,Miño,No,No,No,No,100 metros,-914088.866700001,5367817.1213,Bajo,Semiurbana
Grande de Miño,A Coruña,Miño,Sí,Sí,Sí,No,1.300 metros,-914155.658399999,5366515.6504,Alto,Urbana
Pequeña de Miño,A Coruña,Miño,Sí,Sí,Sí,No,420 metros,-913999.811099999,5365413.3706,Medio,Urbana
Alameda,A Coruña,Miño,Sí,Sí,Sí,No,450 metros,-913253.9705,5363698.973,Medio,Semiurbana
Bestarruza,A Coruña,Mugardos,Sí,Sí,No,No,300 metros,-919265.223000001,5382528.7676,Bajo,Semiurbana
Ancoradoiro,A Coruña,Muros,No,No,No,No,100 metros,-1014309.8043,5274890.8355,Medio,Semiurbana
Area Maior,A Coruña,Muros,Sí,No,No,No,1.500 metros,-1012695.6716,5274587.6219,Bajo,Aislada
Fogareiro,A Coruña,Muros,Sí,No,No,No,300 metros,-1010747.5806,5274511.82,Bajo,Semiurbana
Goday,A Coruña,Muros,Sí,No,No,No,150 metros,-1010558.3374,5274769.5489,Bajo,Urbana
San Francisco,A Coruña,Muros,Sí,Sí,No,No,820 metros,-1009934.9483,5275375.9976,alto,Urbana
A Bouga,A Coruña,Muros,Sí,No,No,No,200 metros,-1008966.4687,5275512.454,alto,Semiurbana
La Prudencia,A Coruña,Muros,Sí,No,Sí,No,150 metros,-1007964.5933,5277726.3565,Medio,Urbana
Praia da Rocha,A Coruña,Muros,Sí,No,No,No,65 metros,-1008365.3435,5279546.3931,Bajo,Urbana
Ventín,A Coruña,Muros,Sí,No,Sí,No,160 metros,-1004847.6475,5281442.6399,Medio,Semiurbana
Liñares,A Coruña,Muros,Sí,No,No,No,150 metros,-1004268.7862,5281548.841,Bajo,Semiurbana
Bornalle,A Coruña,Muros,No,No,No,No,750 metros,-1003812.3763,5281624.6997,Bajo,Semiurbana
Aldosén,A Coruña,Muros,No,No,No,No,150 metros,-1003111.0635,5280896.4816,Bajo,Semiurbana
Arruso,A Coruña,Muros,No,No,No,No,65 metros,-1003255.7788,5280456.5438,Bajo,Aislada
Salgueiro,A Coruña,Muros,No,No,No,No,100 metros,-1003344.8344,5280244.1674,Bajo,Aislada
Cirqueiros,A Coruña,Muros,No,No,No,No,50 metros,-1003489.5498,5280153.1504,Bajo,Aislada
Cabanas,A Coruña,Muros,Sí,No,No,No,200 metros,-1001819.7574,5278909.3402,Bajo,Semiurbana
Raimundo,A Coruña,Muros,Sí,No,No,No,150 metros,-1001407.8753,5278803.1689,Bajo,Aislada
Fontenla,A Coruña,Muros,No,No,No,No,100 metros,-1000250.1526,5278560.4962,Bajo,Aislada
Somorto,A Coruña,Muros,Sí,No,No,No,100 metros,-999838.270500001,5279045.8479,Bajo,Semiurbana
Agracobo,A Coruña,Muros,No,No,No,No,340 metros,-999726.951000001,5279425.0464,Bajo,Semiurbana
