timestamp,machine_id,zone,temperature,vibration,lat,lon,status
2025-12-10 07:27:59,AGV-08,Almacen_A,55.23,0.8,40.415288,-3.705035,OK
2025-12-10 07:28:01,AGV-04,Almacen_A,66.99,2.56,40.417662,-3.699198,OK
2025-12-10 07:28:03,AGV-03,Expediciones,50.23,2.03,40.415929,-3.698892,OK
2025-12-10 07:28:05,AGV-04,Expediciones,51.52,1.1,40.419642,-3.705871,OK
2025-12-10 07:28:07,AGV-01,Almacen_B,57.54,2.38,40.418978,-3.700192,OK
2025-12-10 07:28:09,AGV-09,Recepcion,61.57,0.28,40.416494,-3.704405,OK
2025-12-10 07:28:11,AGV-02,Almacen_A,37.37,0.99,40.418697,-3.701855,OK
2025-12-10 07:28:13,AGV-10,Recepcion,41.68,1.68,40.420823,-3.702455,OK
2025-12-10 07:28:15,AGV-05,Almacen_A,55.58,2.67,40.414235,-3.707139,OK
2025-12-10 07:28:17,AGV-09,Ensamblaje,45.1,1.7,40.41234,-3.699854,OK
2025-12-10 07:28:19,AGV-06,Almacen_B,57.66,0.99,40.420035,-3.707462,OK
2025-12-10 07:28:21,AGV-07,Almacen_A,58.7,1.52,40.418999,-3.705657,OK
2025-12-10 07:28:23,AGV-05,Almacen_B,61.83,1.47,40.415,-3.707067,OK
2025-12-10 07:28:25,AGV-04,Ensamblaje,65.66,2.3,40.416911,-3.698456,OK
2025-12-10 07:28:27,AGV-04,Almacen_B,74.65,1.49,40.420016,-3.704385,OK
2025-12-10 07:28:29,AGV-09,Almacen_B,55.7,0.26,40.412877,-3.707219,OK
2025-12-10 07:28:31,AGV-04,Almacen_B,62.4,2.78,40.413099,-3.698186,OK
2025-12-10 07:28:33,AGV-05,Ensamblaje,55.49,2.12,40.41853,-3.70325,OK
2025-12-10 07:28:35,AGV-06,Almacen_A,41.07,2.05,40.414837,-3.706173,OK
2025-12-10 07:28:37,AGV-09,Almacen_B,38.92,2.97,40.415173,-3.705728,ERROR
2025-12-10 07:28:39,AGV-10,Almacen_B,55.78,1.1,40.414817,-3.698282,OK
2025-12-10 07:28:41,AGV-04,Almacen_A,79.08,0.71,40.417377,-3.703483,WARNING
2025-12-10 07:28:43,AGV-08,Ensamblaje,71.18,1.23,40.417815,-3.698197,OK
2025-12-10 07:28:45,AGV-06,Expediciones,48.94,0.54,40.413247,-3.705607,OK
2025-12-10 07:28:47,AGV-08,Almacen_A,78.16,0.84,40.4181,-3.70701,WARNING
2025-12-10 07:28:49,AGV-07,Almacen_B,63.99,0.13,40.417786,-3.704834,OK
2025-12-10 07:28:51,AGV-06,Almacen_A,44.62,0.05,40.414363,-3.707706,OK
2025-12-10 07:28:53,AGV-10,Ensamblaje,50.12,1.55,40.412426,-3.701102,OK
2025-12-10 07:28:55,AGV-10,Recepcion,51.84,2.89,40.418907,-3.703556,ERROR
2025-12-10 07:28:57,AGV-04,Ensamblaje,58.9,0.88,40.411226,-3.700001,OK
2025-12-10 07:28:59,AGV-07,Recepcion,55.65,2.03,40.413264,-3.703054,OK
2025-12-10 07:29:01,AGV-07,Recepcion,53.23,2.97,40.416341,-3.705651,ERROR
2025-12-10 07:29:03,AGV-05,Recepcion,46.15,1.52,40.420492,-3.705915,OK
2025-12-10 07:29:05,AGV-03,Almacen_A,62.29,2.47,40.41634,-3.698894,OK
2025-12-10 07:29:07,AGV-08,Almacen_A,52.25,2.81,40.416029,-3.701888,ERROR
2025-12-10 07:29:09,AGV-05,Almacen_B,61.32,2.2,40.412726,-3.700435,OK
2025-12-10 07:29:11,AGV-04,Expediciones,51.78,2.75,40.415356,-3.70098,OK
2025-12-10 07:29:13,AGV-10,Almacen_A,65.36,1.86,40.419477,-3.698301,OK
2025-12-10 07:29:15,AGV-01,Almacen_A,56.34,2.43,40.41104,-3.706268,OK
2025-12-10 07:29:17,AGV-04,Almacen_A,53.53,1.71,40.41144,-3.702172,OK
2025-12-10 07:29:19,AGV-02,Recepcion,62.97,0.77,40.418997,-3.703224,OK
2025-12-10 07:29:21,AGV-07,Almacen_B,48.33,2.89,40.416879,-3.698707,ERROR
2025-12-10 07:29:23,AGV-10,Recepcion,61.25,2.87,40.420203,-3.70266,ERROR
2025-12-10 07:29:25,AGV-01,Almacen_B,62.62,1.0,40.417726,-3.70447,OK
2025-12-10 07:29:27,AGV-09,Expediciones,67.88,0.53,40.414748,-3.702814,OK
2025-12-10 07:29:29,AGV-03,Almacen_A,46.63,0.94,40.412647,-3.702226,OK
2025-12-10 07:29:31,AGV-07,Ensamblaje,52.96,0.1,40.420931,-3.706818,OK
2025-12-10 07:29:33,AGV-09,Ensamblaje,64.77,2.5,40.420901,-3.706623,OK
2025-12-10 07:29:35,AGV-08,Expediciones,51.8,2.27,40.417918,-3.703461,OK
2025-12-10 07:29:37,AGV-10,Recepcion,37.68,2.91,40.415547,-3.703778,ERROR
2025-12-10 07:29:39,AGV-03,Almacen_A,71.53,0.49,40.415765,-3.707925,OK
2025-12-10 07:29:41,AGV-03,Almacen_A,60.46,1.51,40.413897,-3.700783,OK
2025-12-10 07:29:43,AGV-02,Recepcion,46.27,2.27,40.4166,-3.701717,OK
2025-12-10 07:29:45,AGV-07,Almacen_A,82.19,2.81,40.411996,-3.699541,ERROR
2025-12-10 07:29:47,AGV-04,Expediciones,51.11,2.58,40.42029,-3.704,OK
2025-12-10 07:29:49,AGV-05,Almacen_B,50.94,2.59,40.420447,-3.703198,OK
2025-12-10 07:29:51,AGV-08,Ensamblaje,50.79,1.63,40.412002,-3.704356,OK
2025-12-10 07:29:53,AGV-01,Expediciones,59.21,0.54,40.418603,-3.707302,OK
2025-12-10 07:29:55,AGV-02,Almacen_B,55.61,0.64,40.416266,-3.70771,OK
2025-12-10 07:29:57,AGV-04,Expediciones,60.55,1.01,40.416354,-3.705695,OK
2025-12-10 07:29:59,AGV-02,Recepcion,53.09,0.08,40.412643,-3.705974,OK
2025-12-10 07:30:01,AGV-04,Ensamblaje,63.82,1.44,40.417869,-3.704489,OK
2025-12-10 07:30:03,AGV-04,Almacen_B,75.69,1.11,40.414731,-3.702495,WARNING
2025-12-10 07:30:05,AGV-05,Almacen_A,52.68,1.08,40.411786,-3.699691,OK
2025-12-10 07:30:07,AGV-04,Recepcion,49.76,0.94,40.414916,-3.703235,OK
2025-12-10 07:30:09,AGV-08,Almacen_B,57.87,2.13,40.420412,-3.704699,OK
2025-12-10 07:30:11,AGV-02,Almacen_A,38.57,0.12,40.412255,-3.698095,OK
2025-12-10 07:30:13,AGV-01,Ensamblaje,53.64,0.01,40.41752,-3.699454,OK
2025-12-10 07:30:15,AGV-03,Recepcion,64.68,1.97,40.419628,-3.703589,OK
2025-12-10 07:30:17,AGV-08,Expediciones,57.15,1.68,40.414324,-3.707261,OK
2025-12-10 07:30:19,AGV-05,Recepcion,49.98,0.5,40.413935,-3.705069,OK
2025-12-10 07:30:21,AGV-05,Expediciones,68.02,2.81,40.415914,-3.704952,ERROR
2025-12-10 07:30:23,AGV-09,Almacen_B,41.41,2.51,40.414292,-3.698542,OK
2025-12-10 07:30:25,AGV-01,Almacen_B,43.91,2.95,40.419788,-3.703079,ERROR
2025-12-10 07:30:27,AGV-01,Expediciones,33.83,1.56,40.415409,-3.70717,OK
2025-12-10 07:30:29,AGV-07,Ensamblaje,50.72,2.1,40.412319,-3.702626,OK
2025-12-10 07:30:31,AGV-02,Almacen_B,44.96,1.73,40.41853,-3.699462,OK
2025-12-10 07:30:33,AGV-05,Recepcion,57.76,1.44,40.418282,-3.700067,OK
2025-12-10 07:30:35,AGV-01,Almacen_A,52.15,1.75,40.415404,-3.7059,OK
2025-12-10 07:30:37,AGV-06,Expediciones,49.24,0.54,40.413682,-3.706851,OK
2025-12-10 07:30:39,AGV-01,Expediciones,44.09,2.54,40.419412,-3.703429,OK
2025-12-10 07:30:41,AGV-09,Expediciones,65.8,1.34,40.414877,-3.706148,OK
2025-12-10 07:30:43,AGV-04,Almacen_A,42.82,1.06,40.414332,-3.70632,OK
2025-12-10 07:30:45,AGV-09,Ensamblaje,58.05,0.98,40.413331,-3.705357,OK
2025-12-10 07:30:47,AGV-07,Almacen_A,41.48,2.05,40.41364,-3.70456,OK
2025-12-10 07:30:49,AGV-03,Recepcion,59.8,2.16,40.414004,-3.707207,OK
2025-12-10 07:30:51,AGV-05,Almacen_A,56.32,1.49,40.420844,-3.701965,OK
2025-12-10 07:30:53,AGV-03,Recepcion,54.0,0.59,40.411234,-3.707948,OK
2025-12-10 07:30:55,AGV-05,Almacen_A,73.26,1.12,40.419204,-3.707956,OK
2025-12-10 07:30:57,AGV-06,Ensamblaje,37.08,2.5,40.413056,-3.702201,OK
2025-12-10 07:30:59,AGV-04,Expediciones,50.76,2.51,40.415372,-3.703908,OK
2025-12-10 07:31:01,AGV-01,Ensamblaje,57.93,0.59,40.414305,-3.702179,OK
2025-12-10 07:31:03,AGV-09,Recepcion,40.63,2.24,40.415551,-3.702381,OK
2025-12-10 07:31:05,AGV-07,Almacen_A,58.84,1.24,40.414639,-3.703297,OK
2025-12-10 07:31:07,AGV-03,Expediciones,47.15,0.82,40.415698,-3.701998,OK
2025-12-10 07:31:09,AGV-04,Almacen_A,49.16,0.24,40.418631,-3.700662,OK
2025-12-10 07:31:11,AGV-05,Recepcion,45.46,2.56,40.420747,-3.70609,OK
2025-12-10 07:31:13,AGV-04,Almacen_A,56.22,2.87,40.412379,-3.700167,ERROR
2025-12-10 07:31:15,AGV-06,Ensamblaje,59.34,1.55,40.412645,-3.699674,OK
2025-12-10 07:31:17,AGV-10,Ensamblaje,53.56,1.21,40.415027,-3.706921,OK
2025-12-10 07:31:19,AGV-04,Expediciones,33.14,1.41,40.415348,-3.707421,OK
2025-12-10 07:31:21,AGV-04,Almacen_A,60.69,0.24,40.419526,-3.698012,OK
2025-12-10 07:31:23,AGV-05,Almacen_A,55.71,2.68,40.413052,-3.701289,OK
2025-12-10 07:31:25,AGV-05,Ensamblaje,47.85,1.5,40.415515,-3.705641,OK
2025-12-10 07:31:27,AGV-02,Almacen_B,61.94,0.64,40.418096,-3.707526,OK
2025-12-10 07:31:29,AGV-09,Almacen_A,38.95,2.98,40.41342,-3.699119,ERROR
2025-12-10 07:31:31,AGV-02,Expediciones,45.78,1.41,40.419354,-3.702776,OK
2025-12-10 07:31:33,AGV-04,Almacen_B,67.64,0.82,40.417036,-3.704111,OK
2025-12-10 07:31:35,AGV-06,Ensamblaje,28.03,1.98,40.414193,-3.705646,OK
2025-12-10 07:31:37,AGV-09,Almacen_A,41.57,2.02,40.41373,-3.706548,OK
2025-12-10 07:31:39,AGV-06,Almacen_B,44.19,0.47,40.414657,-3.707071,OK
2025-12-10 07:31:41,AGV-02,Almacen_A,52.79,1.05,40.420822,-3.706075,OK
2025-12-10 07:31:43,AGV-09,Expediciones,54.1,1.18,40.416365,-3.707968,OK
2025-12-10 07:31:45,AGV-01,Recepcion,31.28,2.55,40.411617,-3.701879,OK
2025-12-10 07:31:47,AGV-01,Recepcion,56.08,2.64,40.411838,-3.702522,OK
2025-12-10 07:31:49,AGV-02,Recepcion,53.18,1.75,40.416268,-3.7047,OK
2025-12-10 07:31:51,AGV-01,Almacen_B,49.72,0.45,40.41412,-3.70107,OK
2025-12-10 07:31:53,AGV-06,Almacen_B,77.32,0.47,40.415341,-3.701062,WARNING
2025-12-10 07:31:55,AGV-07,Recepcion,67.28,1.41,40.413412,-3.702669,OK
2025-12-10 07:31:57,AGV-04,Almacen_A,50.44,2.58,40.411867,-3.70702,OK
2025-12-10 07:31:59,AGV-07,Expediciones,45.63,1.57,40.411063,-3.704836,OK
2025-12-10 07:32:01,AGV-09,Expediciones,59.99,2.51,40.414601,-3.700008,OK
2025-12-10 07:32:03,AGV-08,Almacen_B,56.66,2.47,40.41192,-3.70735,OK
2025-12-10 07:32:05,AGV-08,Almacen_B,58.89,2.32,40.419848,-3.703781,OK
2025-12-10 07:32:07,AGV-02,Ensamblaje,58.63,2.85,40.419271,-3.706297,ERROR
2025-12-10 07:32:09,AGV-03,Expediciones,57.49,2.66,40.417632,-3.699642,OK
2025-12-10 07:32:11,AGV-01,Almacen_A,45.96,0.06,40.420835,-3.699458,OK
2025-12-10 07:32:13,AGV-10,Ensamblaje,60.49,1.69,40.41652,-3.699638,OK
2025-12-10 07:32:15,AGV-10,Recepcion,60.03,0.01,40.419518,-3.707561,OK
2025-12-10 07:32:17,AGV-03,Ensamblaje,64.27,0.19,40.416837,-3.698587,OK
2025-12-10 07:32:19,AGV-05,Expediciones,59.68,2.5,40.419867,-3.703304,OK
2025-12-10 07:32:21,AGV-04,Recepcion,45.66,2.4,40.416709,-3.700789,OK
2025-12-10 07:32:23,AGV-04,Almacen_A,54.81,1.54,40.416568,-3.705788,OK
2025-12-10 07:32:25,AGV-05,Recepcion,40.43,1.54,40.419208,-3.702118,OK
2025-12-10 07:32:27,AGV-07,Expediciones,46.75,0.46,40.418733,-3.70084,OK
2025-12-10 07:32:29,AGV-01,Recepcion,56.24,1.08,40.420694,-3.698645,OK
2025-12-10 07:32:31,AGV-04,Recepcion,44.9,0.16,40.41301,-3.698746,OK
2025-12-10 07:32:33,AGV-01,Ensamblaje,44.88,0.73,40.413369,-3.704731,OK
2025-12-10 07:32:35,AGV-05,Almacen_A,61.44,2.97,40.417433,-3.702332,ERROR
2025-12-10 07:32:37,AGV-02,Ensamblaje,63.57,0.79,40.418634,-3.700376,OK
2025-12-10 07:32:39,AGV-07,Expediciones,60.06,0.29,40.420502,-3.698786,OK
2025-12-10 07:32:41,AGV-02,Ensamblaje,50.59,1.05,40.418555,-3.704165,OK
2025-12-10 07:32:43,AGV-07,Expediciones,58.5,1.83,40.417689,-3.701079,OK
2025-12-10 07:32:45,AGV-09,Ensamblaje,39.56,0.84,40.416758,-3.698435,OK
2025-12-10 07:32:47,AGV-09,Almacen_B,50.17,0.97,40.411547,-3.706683,OK
2025-12-10 07:32:49,AGV-08,Almacen_B,72.25,0.19,40.413492,-3.705427,OK
2025-12-10 07:32:51,AGV-02,Expediciones,53.21,1.21,40.415403,-3.705982,OK
2025-12-10 07:32:53,AGV-05,Expediciones,51.33,0.83,40.418329,-3.69827,OK
2025-12-10 07:32:55,AGV-06,Ensamblaje,53.49,0.55,40.419274,-3.705046,OK
2025-12-10 07:32:57,AGV-05,Recepcion,38.23,1.56,40.415751,-3.705742,OK
2025-12-10 07:32:59,AGV-10,Almacen_B,57.68,0.67,40.418563,-3.698416,OK
2025-12-10 07:33:01,AGV-07,Expediciones,58.49,0.73,40.420288,-3.70366,OK
2025-12-10 07:33:03,AGV-04,Almacen_B,57.01,2.75,40.4197,-3.70778,OK
2025-12-10 07:33:05,AGV-05,Recepcion,63.98,1.91,40.416277,-3.704056,OK
2025-12-10 07:33:07,AGV-08,Almacen_A,29.7,2.46,40.411103,-3.701605,OK
2025-12-10 07:33:09,AGV-05,Recepcion,56.06,0.94,40.414845,-3.701675,OK
2025-12-10 07:33:11,AGV-04,Recepcion,72.55,0.46,40.419978,-3.701454,OK
2025-12-10 07:33:13,AGV-07,Ensamblaje,71.83,2.17,40.414932,-3.698144,OK
2025-12-10 07:33:15,AGV-01,Ensamblaje,63.39,1.47,40.416517,-3.707507,OK
2025-12-10 07:33:17,AGV-01,Recepcion,52.86,1.2,40.412314,-3.699066,OK
2025-12-10 07:33:19,AGV-09,Almacen_A,69.64,1.71,40.415475,-3.703009,OK
2025-12-10 07:33:21,AGV-01,Almacen_B,51.25,2.23,40.42018,-3.698653,OK
2025-12-10 07:33:23,AGV-10,Recepcion,58.12,0.7,40.420898,-3.700002,OK
2025-12-10 07:33:25,AGV-07,Recepcion,45.45,1.62,40.411263,-3.698437,OK
2025-12-10 07:33:27,AGV-03,Almacen_B,46.16,0.2,40.411761,-3.705983,OK
2025-12-10 07:33:29,AGV-04,Almacen_B,58.51,1.08,40.419943,-3.701311,OK
2025-12-10 07:33:31,AGV-09,Almacen_B,71.19,2.34,40.4181,-3.705324,OK
2025-12-10 07:33:33,AGV-03,Almacen_A,54.92,2.18,40.411363,-3.704926,OK
2025-12-10 07:33:35,AGV-01,Ensamblaje,59.91,2.04,40.416963,-3.704941,OK
2025-12-10 07:33:37,AGV-09,Almacen_A,72.97,2.96,40.415298,-3.707592,ERROR
2025-12-10 07:33:39,AGV-09,Almacen_A,47.89,1.79,40.415967,-3.700638,OK
2025-12-10 07:33:41,AGV-06,Almacen_A,49.03,2.84,40.415319,-3.699009,ERROR
2025-12-10 07:33:43,AGV-03,Almacen_A,51.33,2.38,40.416607,-3.70066,OK
2025-12-10 07:33:45,AGV-02,Almacen_B,63.92,1.04,40.413366,-3.699926,OK
2025-12-10 07:33:47,AGV-07,Almacen_B,49.2,1.24,40.413234,-3.702819,OK
2025-12-10 07:33:49,AGV-08,Almacen_A,50.44,2.46,40.412249,-3.703451,OK
2025-12-10 07:33:51,AGV-08,Recepcion,45.18,2.25,40.418507,-3.702652,OK
2025-12-10 07:33:53,AGV-07,Almacen_A,38.23,0.11,40.419802,-3.703341,OK
2025-12-10 07:33:55,AGV-07,Almacen_B,48.18,0.11,40.420779,-3.707243,OK
